,Aircraft,Type Of Traveller,Seat Type,Route,Departure,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
1021,Boeing 777,Business,First Class,ATL to LHR,atlanta,london,Aug-16,3,4,2,2,1,,1,FALSE
1033,Boeing 747-400,Family Leisure,Business Class,PHX to LHR,phoenix,london,Aug-16,1,2,2,1,2,1,1,FALSE
1034,A320,Solo Leisure,Economy Class,LIS to LHR,lisbon,london,Aug-16,5,5,2,,2,,2,TRUE
1036,Boeing 767,Solo Leisure,Economy Class,BCN to LHR,barcelona,london,Aug-16,3,4,3,1,4,,3,TRUE
1038,A320,Business,Economy Class,TXL to LHR,berlin,london,Aug-16,1,2,1,1,2,,1,FALSE
1039,A320,Solo Leisure,Economy Class,WAW to LHR,warsaw,london,Aug-16,3,4,1,1,2,,2,FALSE
1042,Boeing 777,Business,First Class,PHL to LHR,philadelphia,london,Aug-16,4,4,1,,5,,1,FALSE
1049,A321,Solo Leisure,Economy Class,ZRH to LHR,zurich,london,Aug-16,5,5,5,,5,,5,TRUE
1051,A319,Business,Business Class,FRA to LHR,frankfurt,london,Aug-16,1,1,1,1,1,,1,FALSE
1029,A320,Family Leisure,Business Class,LGW to MLA,london,malta,Aug-16,3,5,2,,5,,1,FALSE
869,A320,Couple Leisure,Economy Class,London to Manchester,london,manchester,Aug-16,5,5,3,1,5,,3,TRUE
1035,A320,Family Leisure,Economy Class,LGW to RAK,london,marrakech,Aug-16,4,3,2,,3,,3,FALSE
1044,A321/A319,Business,Economy Class,LHR to CDG,london,paris,Aug-16,4,5,2,,4,,4,TRUE
870,Boeing 747-400,Business,Premium Economy,LHR to PHX,london,phoenix,Aug-16,1,1,1,1,1,,1,FALSE
1047,A380,Business,Economy Class,LHR to YVR,london,vancouver,Aug-16,3,5,5,5,3,,3,TRUE
1011,Boeing 747,Family Leisure,Economy Class,LHR to SEA,london,seattle,Aug-16,3,4,1,4,1,,2,FALSE
1031,Boeing 787-900,Business,Economy Class,LHR to PVG,london,shanghai,Aug-16,2,5,4,3,5,,5,TRUE
1052,Boeing 777-300ER,Solo Leisure,Economy Class,SIN to SYD,singapore,sydney,Aug-16,4,4,4,4,4,,5,TRUE
1037,Boeing 747-400,Family Leisure,First Class,"LHR to BOS, SEA to LHR",london,"bos, sea",Jul-16,5,2,1,3,5,1,1,FALSE
1043,Boeing 747-400,Couple Leisure,Business Class,LHR to BOS,london,boston,Jul-16,5,4,3,4,5,,4,TRUE
1064,Boeing 777,Business,First Class,LHR to BOS,london,boston,Jul-16,4,4,4,3,1,2,2,FALSE
1063,Boeing 787,Couple Leisure,Business Class,LHR to YYC,london,calgary,Jul-16,4,5,3,5,4,,3,TRUE
1060,Boeing 777,Couple Leisure,First Class,LHR to DFW,london,dallas,Jul-16,3,1,2,,5,,2,FALSE
1065,A320,Business,Business Class,LHR to GVA,london,geneva,Jul-16,1,2,1,,1,,1,FALSE
1041,A320,Family Leisure,First Class,MLA to LHR ,malta,london ,Jul-16,2,2,1,1,3,,3,FALSE
1054,A380,Family Leisure,Business Class,MIA to LHR,miami,london,Jul-16,4,3,3,3,3,,3,TRUE
1055,Boeing 747-400,Solo Leisure,First Class,GRU to LHR,sao paulo,london,Jul-16,3,5,1,2,4,,2,TRUE
1057,Boeing 767-300,Business,Economy Class,FRA to LHR,frankfurt,london,Jul-16,3,3,3,,4,,4,TRUE
1058,A319,Couple Leisure,Economy Class,LBA to LHR,leeds,london,Jul-16,5,5,5,4,5,2,5,TRUE
1059,Boeing 777-200,Business,Economy Class,BLR to LHR,bangalore,london,Jul-16,4,3,3,2,1,1,3,FALSE
1062,Boeing 747-400,Solo Leisure,Business Class,JFK to LHR,new york,london,Jul-16,5,5,4,5,5,,5,TRUE
1066,A320,Solo Leisure,Business Class,GVA to LHR,geneva,london,Jul-16,1,4,2,,3,,1,FALSE
1068,Boeing 787,Business,Business Class,KUL to LHR,kuala lumpur,london,Jul-16,5,5,5,5,5,5,1,FALSE
1056,A380,Family Leisure,Business Class,LHR to MIA,london,miami,Jul-16,5,3,4,4,3,,4,TRUE
1028,A319,Family Leisure,Economy Class,LHR to MUC,london,munich,Jul-16,4,4,3,,4,,3,TRUE
1061,Boeing 777-200,Solo Leisure,First Class,LHR to JFK,london,new york,Jul-16,5,5,5,5,5,,5,TRUE
1067,Boeing 747-400,Business,Economy Class,LHR to JFK,london,new york,Jul-16,1,1,1,1,1,2,1,FALSE
1080,A320,Business,Business Class,LHR to ATH,london,athens,Jun-16,2.961603613777527,3.411067193675889,,,1,,1,FALSE
1074,Boeing 777,Solo Leisure,Economy Class,LHR to BKK,london,bangkok,Jun-16,4,1,4,3,2,3,3,FALSE
1087,Boeing 777-200,Couple Leisure,Business Class,LHR to BOS,london,boston,Jun-16,4,5,1,4,5,,4,TRUE
1081,A320/A319,Business,Economy Class,LHR to EDI,london,edinburgh,Jun-16,4,3,1,,3,,3,TRUE
1070,A320,Business,Business Class,ZRH to LHR,zurich,london,Jun-16,1,5,1,1,2,1,3,FALSE
1077,Boeing 767,Couple Leisure,Business Class,ATH to LHR,athens,london,Jun-16,1,4,2,,1,,2,FALSE
1078,Boeing 777-200ER,Solo Leisure,Economy Class,JFK to LGW,new york,london,Jun-16,5,5,5,5,5,,5,TRUE
1085,Boeing 777-200,Solo Leisure,First Class,PHL to LHR,philadelphia,london,Jun-16,5,2,1,3,4,,1,FALSE
1090,Boeing 777,Couple Leisure,Business Class,UVF to LGW,vieux fort,london,Jun-16,3,5,4,2,4,,3,TRUE
1094,Boeing 747-400,Couple Leisure,First Class,JFK to LHR,new york,london,Jun-16,3,4,4,3,1,,3,TRUE
1084,Boeing 747,Couple Leisure,Economy Class,LHR to MIA,london,miami,Jun-16,1,1,1,1,1,1,1,FALSE
1053,Boeing 777,Couple Leisure,Business Class,LHR to NAS,london,nassau,Jun-16,4,5,3,,4,,3,TRUE
1075,Boeing 787,Couple Leisure,Premium Economy,LHR to EWR,london,newark,Jun-16,5,5,5,5,5,,5,TRUE
1089,A320,Couple Leisure,Business Class,LGW to PFO,london,paphos,Jun-16,4,5,5,,5,,5,TRUE
1076,A319,Couple Leisure,Economy Class,LGW to OPO,london,porto,Jun-16,4,4,3,,5,,4,TRUE
1073,A380,Couple Leisure,Business Class,LHR to YVR,london,vancouver,Jun-16,4,5,4,4,3,,4,TRUE
1072,A320,Couple Leisure,Business Class,LGW to SVQ,london,sevilla,Jun-16,3,5,4,,3,,3,TRUE
1086,A380,Solo Leisure,Premium Economy,LHR to SIN,london,singapore,Jun-16,4,3,2,4,4,,3,TRUE
1092,A319,Business,Economy Class,LHR to STR,london,stuttgart,Jun-16,1,3,2,,4,,3,FALSE
1071,Boeing 777,Couple Leisure,First Class,LGW to UVF,london,vieux fort,Jun-16,4,5,4,5,4,,4,TRUE
1113,A320,Couple Leisure,Business Class,LHR to BCN,london,barcelona,May-16,1,3,1,,3,,1,FALSE
1111,Boeing 777,Couple Leisure,Business Class,LGW to BGI,london,bridgetown,May-16,4,5,4,3,4,,4,TRUE
1105,Saab 2000,Solo Leisure,Economy Class,LCY to IOM,london,castletown,May-16,5,5,5,,5,,5,TRUE
1117,Boeing 747-400,Solo Leisure,Premium Economy,LHR to DEN,london,denver,May-16,4,4,3,2,4,,4,TRUE
1097,Boeing 747-400,Solo Leisure,Economy Class,LHR to DXB,london,dubai,May-16,3,4,4,3,4,,4,TRUE
1079,A320,Couple Leisure,Economy Class,LGW to FAO,london,faro,May-16,1,1,1,,1,,3,FALSE
1100,Boeing 777,Couple Leisure,Economy Class,LGW to BDA,london,hamilton,May-16,4,4,4,4,4,,4,TRUE
1083,Boeing 777,Solo Leisure,Business Class,BGI to LGW,bridgetown,london,May-16,4,5,4,4,5,,4,TRUE
1096,Boeing 747,Solo Leisure,Economy Class,JFK to LHR,new york,london,May-16,5,5,1,5,5,,4,TRUE
1102,Boeing 777-300,Solo Leisure,Economy Class,BKK to LHR,bangkok,london,May-16,3,4,4,2,3,,4,TRUE
1104,A380,Business,Business Class,SFO to LHR,san francisco,london,May-16,4,3,3,4,4,3,2,FALSE
1106,Boeing 747-400,Couple Leisure,Economy Class,JFK to LHR,new york,london,May-16,4,4,3,2,5,,3,TRUE
1110,Boeing 777,Couple Leisure,Business Class,BGI to LGW,bridgetown,london,May-16,4,4,4,2,4,,4,TRUE
1112,A320,Solo Leisure,Economy Class,MXP to LHR,milan,london,May-16,2,2,2,,3,,3,FALSE
1115,Boeing 777-200,Family Leisure,Premium Economy,BKK to LHR,bangkok,london,May-16,3,4,1,1,4,,2,FALSE
1116,Boeing 777,Solo Leisure,Economy Class,PVG to LHR,shanghai,london,May-16,4,5,4,3,4,,5,TRUE
1121,Boeing 787,Solo Leisure,Economy Class,KUL to LHR,kuala lumpur,london,May-16,1,1,1,2,3,2,2,FALSE
1095,Boeing 747-400,Family Leisure,Economy Class,LHR to MIA,london,miami,May-16,2,2,2,1,2,1,3,FALSE
1118,A319,Solo Leisure,Premium Economy,LHR to BSL,london,mulhouse,May-16,2,3,1,,3,,3,FALSE
1107,Boeing 747-400,Couple Leisure,Business Class,LHR to JFK,london,new york,May-16,4,4,3,2,4,,3,TRUE
1114,Boeing 777,Family Leisure,Economy Class,LGW to MCO,london,orlando,May-16,4,3,4,3,5,,4,TRUE
1103,A320,Family Leisure,Business Class,LHR to CDG,london,paris,May-16,4,5,4,,2,,3,TRUE
1099,Boeing 777-200,Couple Leisure,Economy Class,LGW to PUJ,london,punta cana,May-16,3,5,4,1,1,,3,TRUE
1098,A380,Solo Leisure,Premium Economy,LHR to SFO,london,san francisco,May-16,5,4,4,5,3,,5,TRUE
1120,A320,Couple Leisure,Business Class,LHR to JTR,london,santorini,May-16,1,3,3,,1,,1,FALSE
1119,Boeing 787,Business,Business Class,LHR to Seoul,london,seoul,May-16,1,4,3,4,4,,3,FALSE
1088,Boeing 777,Couple Leisure,Business Class,SIN to SYD,singapore,sydney,May-16,3,2,3,3,5,,3,FALSE
1091,Boeing 777,Couple Leisure,Premium Economy,LGW to UVF,london,vieux fort,May-16,4,3,3,2,1,,3,FALSE
1109,A320,Couple Leisure,Economy Class,LHR to WAW,london,warsaw,May-16,2,4,3,,3,,2,FALSE
1145,A319,Solo Leisure,Economy Class,LGW to AMS,london,amsterdam,Apr-16,3,1,1,,1,,3,TRUE
1143,A320,Family Leisure,Economy Class,LHR to ATH,london,athens,Apr-16,4,4,4,3,3,,4,TRUE
1093,A320,Couple Leisure,Economy Class,LHR to OTP,london,bucharest,Apr-16,3,3,3,,2,,3,FALSE
1147,SAAB 2000,Couple Leisure,Economy Class,LCY to IOM,london,castletown,Apr-16,4,5,5,,4,,4,TRUE
1082,A320,Couple Leisure,Business Class,LHR to DUB,london,dublin,Apr-16,5,5,5,,5,,5,TRUE
1108,A320,Couple Leisure,Economy Class,LGW to DBV,london,dubrovnik,Apr-16,4,4,3,,4,,4,TRUE
1137,Boeing 777 and Boeing 787,Solo Leisure,Business Class,LHR to IAH,london,houston,Apr-16,4,5,4,4,4,,5,TRUE
1126,A319 / A320,Business,Business Class,LGW to IBZ,london,ibiza,Apr-16,4,4,5,,4,,3,TRUE
1146,Boeing 767-300,Family Leisure,Business Class,LHR to LCA,london,larnarca,Apr-16,3,4,5,1,2,,3,TRUE
1125,A319,Business,Business Class,OSL to LHR,oslo,london,Apr-16,1,2,1,1,1,,1,FALSE
1127,Boeing 747-400,Business,Economy Class,DXB to LHR,dubai,london,Apr-16,3,3,3,3,3,,4,TRUE
1134,Boeing 777,Business,Premium Economy,NBO to LHR,nairobi,london,Apr-16,3,2,2,3,3,,2,FALSE
1144,A320,Solo Leisure,Business Class,AMS to LGW,amsterdam,london,Apr-16,1,3,1,,2,,2,FALSE
1148,Boeing 737,Solo Leisure,Economy Class,CPH to LHR,copenhagen,london,Apr-16,3,1,1,,5,,4,FALSE
1124,Boeing 747-400,Couple Leisure,Economy Class,LHR to MIA,london,miami,Apr-16,3,2,3,3,2,,4,FALSE
1130,Boeing 747,Couple Leisure,First Class,LHR to YYZ,london,toronto,Apr-16,4,5,5,3,5,,5,TRUE
1133,Boeing 777,Business,Economy Class,LHR to NBO,london,nairobi,Apr-16,3,2,2,2,2,2,2,FALSE
1136,Boeing 747,Couple Leisure,Economy Class,LHR to JFK,london,new york,Apr-16,3,5,5,4,5,,3,TRUE
928,Boeing 747-400,Solo Leisure,First Class,LHR to SFO,london,san francisco,Apr-16,3,3,3,3,2,,3,FALSE
1128,Boeing 777-200,Solo Leisure,Economy Class,LHR to SFO,london,san francisco,Apr-16,3,4,4,3,4,,4,TRUE
1132,Boeing 747-400,Couple Leisure,Business Class,LHR to GRU,london,sao paulo,Apr-16,4,5,5,3,4,,4,TRUE
1050,Boeing 777-236 ER,Couple Leisure,Business Class,LGW to TPA,london,tampa,Apr-16,5,5,5,3,3,,4,TRUE
1159,A320,Solo Leisure,Business Class,LGW to AMS,london,amsterdam,Mar-16,2,2,2,,3,,2,FALSE
1161,A320,Solo Leisure,Business Class,LHR to AMS,london,amsterdam,Mar-16,5,5,5,,5,,5,TRUE
1177,Boeing 767,Solo Leisure,Economy Class,LHR to ATH,london,athens,Mar-16,4,5,4,4,5,,5,TRUE
1129,Boeing 787,Couple Leisure,Premium Economy,LHR to YYC,london,calgary,Mar-16,5,4,5,4,5,1,4,TRUE
1157,Boeing 747-400,Couple Leisure,First Class,LHR to DEN,london,denver,Mar-16,3,4,3,3,4,1,2,FALSE
1163,A320 / Boeing 767,Business,Economy Class,LHR to EDI,london,edinburgh,Mar-16,4,4,2,,4,,4,TRUE
1173,A319,Solo Leisure,Economy Class,LHR to EDI,london,edinburgh,Mar-16,5,5,3,,5,,3,TRUE
1180,A320,Business,Business Class,LHR to HEL,london,helsinki,Mar-16,3,4,2,,4,,2,FALSE
1131,A380,Solo Leisure,First Class,LHR to HKG,london,hong kong,Mar-16,5,5,5,5,5,,4,TRUE
1156,Boeing 777-200,Couple Leisure,Economy Class,LHR to IAH,london,houston,Mar-16,3,5,4,4,4,,4,TRUE
1069,A380,Business,Business Class,JNB to LHR,johannesburg,london,Mar-16,1,1,2,2,1,,1,FALSE
1123,Boeing 777-200,Couple Leisure,First Class,YYZ to LHR,toronto,london,Mar-16,3,4,5,4,5,,5,TRUE
1139,A380,Solo Leisure,Premium Economy,HKG to LHR,hong kong,london,Mar-16,4,4,3,3,3,,5,TRUE
1140,A380-800,Couple Leisure,Business Class,SFO to LHR,san francisco,london,Mar-16,5,5,5,5,5,,5,TRUE
1150,Boeing 777,Couple Leisure,Business Class,TLV to LHR,tel aviv,london,Mar-16,5,5,5,5,5,,5,TRUE
1153,Boeing 777,Couple Leisure,Premium Economy,UVF to LGW,vieux fort,london,Mar-16,2,1,1,1,2,,1,FALSE
1154,A320,Family Leisure,Economy Class,SVQ to LGW,sevilla,london,Mar-16,3,5,3,,2,,4,TRUE
1158,Boeing 787,Solo Leisure,Economy Class,AUH to LHR,abu dhabi,london,Mar-16,2,5,1,4,4,,4,TRUE
1160,Boeing 747-400,Solo Leisure,First Class,ORD to LHR,chicago,london,Mar-16,5,5,5,5,5,,5,TRUE
1162,Boeing 777,Couple Leisure,Economy Class,PHL to LHR,philadelphia,london,Mar-16,1,5,1,3,3,,1,FALSE
1167,Boeing 777,Couple Leisure,Premium Economy,PUJ to LGW,punta cana,london,Mar-16,2,3,3,2,4,,3,TRUE
1172,Boeing 777,Business,Premium Economy,HKG to LHR,hong kong,london,Mar-16,3,3,3,3,1,,1,FALSE
1181,A320,Solo Leisure,Economy Class,VCE to LGW,venezia,london,Mar-16,4,5,5,,4,,5,TRUE
1183,Boeing 777-200,Solo Leisure,Business Class,JFK to LHR,new york,london,Mar-16,4,5,4,4,5,,4,TRUE
1185,"A320, Boeing 767-300",Business,Economy Class,LHR - EDI to LHR,london - edi,london,Mar-16,4,4,3,,4,,3,TRUE
1186,Boeing 777,Solo Leisure,Economy Class,JFK to LHR,new york,london,Mar-16,2,5,2,2,3,,3,FALSE
1142,A380,Couple Leisure,Premium Economy,LHR to LAX,london,los angeles,Mar-16,5,5,4,5,4,,4,TRUE
1101,Boeing 787,Solo Leisure,Business Class,LHR to YYZ,london,toronto,Mar-16,5,5,5,5,5,,4,TRUE
1168,A321,Business,Economy Class,LHR to SVO,london,moscow,Mar-16,1,2,1,3,5,,2,FALSE
1165,Boeing 777,Couple Leisure,Premium Economy,LHR to NBO,london,nairobi,Mar-16,3,5,4,3,5,,4,TRUE
1152,A321,Couple Leisure,Business Class,LHR to PSA,london,pisa,Mar-16,1,4,3,,3,,1,FALSE
1151,A319,Couple Leisure,Business Class,LGW to FCO,london,rome,Mar-16,3,5,3,,3,,2,TRUE
1149,E-170,Business,Economy Class,LCY to RTM,london,rotterdam,Mar-16,4,5,4,,4,,4,TRUE
1155,A319,Family Leisure,Economy Class,LGW to SVQ,london,sevilla,Mar-16,3,4,3,,4,,4,TRUE
1174,Boeing 777,Couple Leisure,First Class,LHR to SIN,london,singapore,Mar-16,5,4,3,5,3,,5,TRUE
1169,A320,Solo Leisure,Economy Class,LHR to ZRH,london,zurich,Mar-16,4,3,3,,3,,4,TRUE
1187,A319,Business,Business Class,LHR to AMS,london,amsterdam,Feb-16,1,2,1,,3,,1,FALSE
1194,Boeing 767,Couple Leisure,Economy Class,LHR to ATH,london,athens,Feb-16,5,5,5,,5,,5,TRUE
1138,Boeing 777,Solo Leisure,Business Class,LHR to PEK,london,beijing,Feb-16,4,4,4,3,3,,4,TRUE
1192,Boeing 777,Solo Leisure,Premium Economy,LGW to CUN,london,cancun,Feb-16,4,1,3,3,3,,3,FALSE
1190,Boeing 747,Couple Leisure,Premium Economy,LHR to CPT,london,cape town,Feb-16,3,2,2,1,4,,1,FALSE
1182,Boeing 787,Business,Business Class,LHR to MAA,london,chennai,Feb-16,5,5,4,4,4,,4,TRUE
1176,Boeing 747-400 / A380,Business,First Class,LHR to ORD,london,chicago,Feb-16,1,1,1,1,1,1,1,FALSE
1203,Boeing 777,Family Leisure,Business Class,LHR to DXB,london,dubai,Feb-16,3,3,3,2,2,,3,FALSE
1197,A319,Solo Leisure,Economy Class,LHR to DUB,london,dublin,Feb-16,5,3,3,,3,,4,TRUE
1135,A380,Business,Business Class,LHR to JNB,london,johannesburg,Feb-16,3,4,2,4,2,2,3,FALSE
1166,A320,Solo Leisure,Business Class,TRN to LGW,torino,london,Feb-16,4,5,5,,4,,5,TRUE
1170,A321,Solo Leisure,Business Class,ZRH to LHR,zurich,london,Feb-16,4,4,3,,4,,3,TRUE
1188,A320,Solo Leisure,Business Class,OTP to LHR,bucharest,london,Feb-16,1,4,1,1,4,,2,FALSE
1189,A380,Business,Economy Class,IAD to LHR,washington,london,Feb-16,5,5,3,3,1,1,4,TRUE
1193,Boeing 787-9,Couple Leisure,First Class,KUL to LHR,kuala lumpur,london,Feb-16,1,4,3,3,4,,1,FALSE
1199,Boeing 777,Solo Leisure,Business Class,YYZ to LHR,toronto,london,Feb-16,2,2,2,,4,,1,FALSE
1209,A320,Solo Leisure,Economy Class,KBP to LHR,kyiv,london,Feb-16,4,4,5,,1,,5,TRUE
1210,Boeing 747-400,Family Leisure,Economy Class,YVR to LHR,vancouver,london,Feb-16,2,1,2,3,3,,2,FALSE
1212,Boeing 777-200,Couple Leisure,First Class,GIG to LHR,rio de janeiro,london,Feb-16,3,4,3,4,3,,3,FALSE
1200,A320,Couple Leisure,Economy Class,LGW to RAK,london,marrakech,Feb-16,3,4,2,,4,,4,TRUE
1198,Boeing 777,Solo Leisure,Business Class,LHR to YYZ,london,toronto,Feb-16,2.961603613777527,3.411067193675889,,,3,,1,FALSE
1206,Boeing 747-400,Business,Business Class,LHR to BOM,london,mumbai,Feb-16,4,5,4,3,4,,5,TRUE
1178,A320,Solo Leisure,Business Class,LHR to MUC,london,munich,Feb-16,2,5,5,,5,,5,TRUE
1196,A320,Couple Leisure,Business Class,LGW to NAP,london,napoli,Feb-16,2,5,4,,2,,3,TRUE
1184,Boeing 777-300ER,Solo Leisure,Economy Class,LHR to JFK,london,new york,Feb-16,4,4,3,4,4,,4,TRUE
1195,Boeing 747,Family Leisure,Economy Class,LHR to YVR,london,vancouver,Feb-16,1,1,1,1,2,,1,FALSE
1175,Boeing 777,Couple Leisure,Premium Economy,LHR to GIG,london,rio de janeiro,Feb-16,4,4,3,4,4,4,3,TRUE
1216,Boeing 777-200,Solo Leisure,Economy Class,LHR to BOS,london,boston,Jan-16,2,2,1,2,1,,2,FALSE
1201,A320,Solo Leisure,Business Class,LGW to GVA,london,geneva,Jan-16,5,5,4,,2,,5,TRUE
1237,Boeing 767,Couple Leisure,Economy Class,LHR to GLA,london,glasgow,Jan-16,3,3,2,,2,,1,FALSE
1230,Boeing 777-300,Solo Leisure,Economy Class,LHR to JED,london,jeddah,Jan-16,3,4,4,4,3,,4,TRUE
1164,Boeing 777-300,Solo Leisure,Premium Economy,SIN to LHR,singapore,london,Jan-16,1,2,1,1,2,,1,FALSE
1205,A320,Solo Leisure,Economy Class,BCN to LHR,barcelona,london,Jan-16,3,5,4,,4,,3,TRUE
1211,A320,Couple Leisure,Economy Class,GLA to LHR,glasgow,london,Jan-16,4,5,5,,5,,5,TRUE
1219,A380,Couple Leisure,Business Class,JNB to LHR,johannesburg,london,Jan-16,3,2,2,2,1,1,1,FALSE
1220,Boeing 747-400,Solo Leisure,Premium Economy,YVR to LHR,vancouver,london,Jan-16,3,3,1,1,4,1,2,FALSE
1225,Boeing 767,Solo Leisure,Economy Class,AMS to LHR,amsterdam,london,Jan-16,4,4,4,,5,,4,TRUE
1229,Boeing 777,Couple Leisure,Business Class,BKK to LHR,bangkok,london,Jan-16,2,3,2,3,3,1,3,TRUE
1238,A320,Couple Leisure,Economy Class,MLA to LGW,malta,london,Jan-16,4,4,4,,4,,5,TRUE
1239,Boeing 777,Solo Leisure,Economy Class,BKK to LHR,bangkok,london,Jan-16,1,1,1,1,2,,1,FALSE
1218,Boeing 777,Couple Leisure,Business Class,LGW to MLE,london,velana,Jan-16,1,1,1,1,1,1,1,FALSE
1235,Boeing 747,Couple Leisure,First Class,LHR to MEX,london,mexico city,Jan-16,4,5,4,4,4,,5,TRUE
1214,Boeing 777,Business,First Class,LHR to EWR,london,newark,Jan-16,5,5,5,5,4,,4,TRUE
1191,Boeing 777,Couple Leisure,Economy Class,LGW to PUJ,london,punta cana,Jan-16,4,5,3,2,2,,5,TRUE
1217,Boeing 777,Couple Leisure,Business Class,LHR to GIG,london,rio de janeiro,Jan-16,4,5,4,3,4,,4,TRUE
1228,A380,Solo Leisure,Economy Class,LHR to SFO,london,san francisco,Jan-16,4,5,5,5,4,,4,TRUE
1208,Boeing 747-400,Business,Business Class,LHR to GRU,london,sao paulo,Jan-16,3,4,2,2,4,,3,FALSE
1213,A380,Couple Leisure,First Class,LHR to SIN,london,singapore,Jan-16,3,4,4,3,3,,3,FALSE
1253,A320,Couple Leisure,Business Class,LHR to AMS,london,amsterdam,Dec-15,5,5,5,,5,,5,TRUE
1241,A320,Solo Leisure,Economy Class,LHR to BCN,london,barcelona,Dec-15,3,3,3,,4,,4,TRUE
1267,Boeing 747-400,Solo Leisure,Economy Class,Heathrow to Cape Town,london,cape town,Dec-15,4,5,5,4,5,,4,TRUE
1249,Embraer170,Family Leisure,Economy Class,LCY to GVA,london,geneva,Dec-15,4,5,4,,4,,4,TRUE
1257,A319,Business,Economy Class,Newcastle to Heathrow,newcastle,london,Dec-15,4,5,,,5,,5,TRUE
1269,Boeing 777,Couple Leisure,Premium Economy,Gatwick to Las Vegas,london,las vegas,Dec-15,4,4,3,3,4,1,3,TRUE
1204,A320,Solo Leisure,Economy Class,MXP to LHR,milan,london,Dec-15,4,4,4,,3,,4,TRUE
1223,Boeing 777,Couple Leisure,Economy Class,BKK to LHR,bangkok,london,Dec-15,2,2,1,1,3,1,2,FALSE
1226,Boeing 777-300ER,Solo Leisure,First Class,HKG to LHR,hong kong,london,Dec-15,5,4,2,,3,,2,FALSE
1231,A320,Couple Leisure,Business Class,FNC to LGW,funchal,london,Dec-15,1,2,1,,2,,1,FALSE
1232,Boeing 777-200,Family Leisure,Premium Economy,iAH to LHR,iah,london,Dec-15,3,3,3,2,3,,2,FALSE
1233,A320/A321,Family Leisure,Economy Class,OTP to LHR,bucharest,london,Dec-15,4,4,4,,3,,5,TRUE
1234,Boeing 777-200,Couple Leisure,Business Class,YYZ to LHR,toronto,london,Dec-15,2,2,2,4,4,,4,FALSE
1243,Boeing 777,Solo Leisure,Economy Class,JED to LHR,jeddah,london,Dec-15,4,5,5,4,4,,5,TRUE
1244,A320,Couple Leisure,Economy Class,LIS to LHR,lisbon,london,Dec-15,3,1,3,1,3,,3,FALSE
1250,Boeing 747-400,Couple Leisure,Business Class,GRU to LHR,sao paulo,london,Dec-15,5,5,5,3,5,,5,TRUE
1259,Boeing 777,Couple Leisure,Economy Class,Punta Cana to London,punta cana,london,Dec-15,3,1,1,1,3,1,2,FALSE
1263,Boeing 777,Couple Leisure,Business Class,BKK to LHR,bangkok,london,Dec-15,5,5,5,4,5,,5,TRUE
1264,A320,Solo Leisure,Business Class,TXL to LHR,berlin,london,Dec-15,5,5,5,,4,,4,TRUE
1254,A380,Solo Leisure,Business Class,London to Los Angeles,london,los angeles,Dec-15,3,3,2,2,3,,1,FALSE
1202,A380,Couple Leisure,First Class,LHR to MIa,london,mia,Dec-15,5,5,5,4,4,,4,TRUE
1247,Boeing 747-400,Family Leisure,Economy Class,LHR to BOM,london,mumbai,Dec-15,1,1,2,1,3,,1,FALSE
1240,Boeing 777,Family Leisure,Business Class,LHR to DEL,london,new delhi,Dec-15,4,4,4,4,5,,4,TRUE
1242,A319,Solo Leisure,Economy Class,LHR to NCL,london,newcastle,Dec-15,2,3,1,,4,,1,FALSE
1248,Boeing 777-200,Couple Leisure,Business Class,LGW to MCO,london,orlando,Dec-15,5,5,5,4,4,,5,TRUE
1236,A320,Couple Leisure,Economy Class,LHR to PSA,london,pisa,Dec-15,4,2,1,,1,,1,FALSE
1265,Boeing 777-200,Couple Leisure,Business Class,London Gatwick to Punta Cana,london,punta cana,Dec-15,5,5,5,4,5,,5,TRUE
1245,Boeing 747-400,Solo Leisure,Business Class,LHR to YVR,london,vancouver,Dec-15,4,4,3,1,3,,2,FALSE
1256,Boeing 747,Couple Leisure,Business Class,LHR to YVR,london,vancouver,Dec-15,5,5,5,5,5,5,5,TRUE
1262,Boeing 747,Solo Leisure,Economy Class,LHR to SEA,london,seattle,Dec-15,2,3,5,2,5,,3,TRUE
1260,Boeing 777-300,Couple Leisure,Economy Class,LHR to SIN,london,singapore,Dec-15,5,5,5,5,5,,5,TRUE
1266,Boeing 777-200,Solo Leisure,Economy Class,LGW to TPA,london,tampa,Dec-15,3,4,4,4,4,,4,TRUE
1246,Boeing 747-400,Business,Economy Class,London to Vancouver,london,vancouver,Dec-15,2,4,3,2,1,,2,FALSE
1122,A320,Solo Leisure,Economy Class,LGW to AMS,london,amsterdam,Nov-15,3,3,,,1,,3,FALSE
1278,A319,Business,Economy Class,LGW to AMS,london,amsterdam,Nov-15,1,2,1,,1,,3,FALSE
1258,Boeing 777,Business,Premium Economy,LHR to AUS,london,austin,Nov-15,3,3,2,3,1,1,1,FALSE
1252,A320,Couple Leisure,Business Class,LGW to BCN,london,barcelona,Nov-15,4,5,5,,5,,5,TRUE
1268,Boeing 747-400,Solo Leisure,Economy Class,London to Chicago,london,chicago,Nov-15,3,3,2,,3,,3,TRUE
1289,Boeing 777,Solo Leisure,Business Class,LHR to DXB,london,dubai,Nov-15,2,4,3,3,4,,4,TRUE
